Title,Release date,Time Period,Start Time,End Time,Location,genre_ids,movie_id,original_language,overview,popularity,title,video,vote_average,vote_count,genres,name,keywords,Full Location,latitude,longitude,ARS
Lone Wolf and Cub: Sword of Vengeance,1972,1655,1655,1655,Japan,"[18, 28]",41471,ja,"In this first film of the Lone Wolf and Cub series, adapted from the manga by Kazuo Koike, we are told the story of the Lone Wolf and Cub's origin. Ogami Itto, the official Shogunate executioner, has been framed for disloyalty to the Shogunate by the Yagyu clan, against whom he now is waging a one-man war, along with his infant son, Daigoro.",9.561,Lone Wolf and Cub: Sword of Vengeance,FALSE,7.5,153,"['Drama', 'Action']","Tomisaburō Wakayama, Akihiro Tomikawa, Fumio Watanabe, Tomoko Mayama, Shigeru Tsuyuguchi, Asao Uchida, Taketoshi Naitô, Yoshi Katō, Keiko Fujita, Teruo Matsuyama, Yūnosuke Itō, Akiji Kobayashi, Goro Kumon, Reiko Kasahara, Kauji Sokiyamo, Shunya Wazaki, Michimaro Otabe, Saburo Date, Ryûtarô Gomi, Kyôichi Satô, Hiroshi Hasegawa, Kōji Fujiyama, Jun Takigawa, Hisao Hamita, Yukio Horikita, Tadashi Iwata, Manabu Morita, Hajime Etsukawa, Jun Fujikawa, Shōji Mori, Sumao Ishihara, Kôji Uehara, Tamotsu Fujiharu, Jun Soloni, Kanae Kobayashi, Tokio Oki, Shinji Nunome, Iwao Kasumi, Kazuo Mortuchi, Junichi Naitou, Kazuo Ôbayashi, Yoshumitsu Shimonura, Kazuyo Yanaka, Massmi Koshiomon, Chizuru Kobayashi, Yutaka Nakamura, Yûji Hamada, Yûsaku Terashima","japan, assassin, samurai, chambara, chanbara",日本,36.5748441,139.2394179,54
The Deluge,1974,1655-1660,1655,1660,Poland,"[36, 12, 10752, 10749]",36627,pl,"A dashing warrior fights for the heart of a young gentlewoman as war rages across 17th century Poland in an adaptation of the second part of Henryk Sienkiewicz's historical trilogy of warfare, romance, and derring-do.",6.653,The Deluge,FALSE,7.1,48,"['History', 'Adventure', 'War', 'Romance']","Daniel Olbrychski, Małgorzata Braunek, Tadeusz Łomnicki, Kazimierz Wichniarz, Krzysztof Kowalewski, Władysław Hańcza, Leszek Teleszyński, Ryszard Filipski, Wiesława Mazurkiewicz, Franciszek Pieczka, Lesław Janicki, Wacław Janicki, Bruno O'Ya",,Polska,52.215933,19.134422,10
The Man in the Iron Mask,1977,1660-1667,1660,1667,France,"[36, 12]",4199,en,"The story of Louis XIV of France and his attempts to keep his identical twin brother Philippe imprisoned away from sight and knowledge of the public, and Philippe's rescue by the aging Musketeers, led by D'Artagnan.",12.337,The Man in the Iron Mask,FALSE,6.5,41,"['History', 'Adventure']","Richard Chamberlain, Jenny Agutter, Patrick McGoohan, Louis Jourdan, Ian Holm, Vivien Merchant, Brenda Bruce, Ralph Richardson, Denis Lawson, Hugh Fraser, Terry Richards","mistake in person, plan, royalty, twins, palace intrigue",France,46.603354,1.8883335,25
Time of Violence,1988,1668,1668,1668,Bulgaria,"[18, 36]",48879,bg,"In the 17th century, a Bulgarian Christian region is selected by the Ottoman rulers to serve as an example of conversion to Islam. A Janissary who was kidnapped from the village as a boy is sent to force the reluctant inhabitants to convert. The Turkish governor seeks a peaceful solution, but ultimately torture, violence, and rebellion break out.",1.065,Time of Violence,FALSE,7.6,10,"['Drama', 'History']","Iossif Surchadzhiev, Rousy Chanev, Ivan Krystev, Anya Pencheva, Valter Toski, Vassil Mihajlov, Kalina Stefanova, Max Freeman, Konstantin Kotsev, Stoyko Peev, Bogomil Simeonov, Đoko Rosić, Velko Kanev, Stefka Berova, Angel Ivanov, Nikolay Latev, Tzanko Petrov, Anton Karastoyanov, Ivan Yanchev, Vihar Stoychev, Veliko Stoianov, Dimitar Yordanov, Yordan Vitlyamov, Alexander Dalov, Ityo Itev, Boil Mirchev, Encho Enchev, Detelin Candev, Nikola Todev, Stoyan Aleksiev, Andrey Hristov, Mario Uzunov, Stefan Karagyozov, Georgi Karagyozov, Albena Pavlova, Lyubomir Geshev, Stefan Germanov, Bozhidar Yankov","based on novel or book, forced conversion, ottoman empire",Бългaрия,42.6073975,25.4856617,2
Cutthroat Island,1995,1668,1668,1668,Jamaica,"[28, 12]",1408,en,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",12.987,Cutthroat Island,FALSE,5.7,403,"['Action', 'Adventure']","Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin, Patrick Malahide, Stan Shaw, Rex Linn, Paul Dillon, Christopher Masterson, Jimmie F. Skaggs, Harris Yulin, Carl Chase, Peter Geeves, Angus Wright, Ken Bones, Mary Pegler, Mary Peach, Lucinda Aurel, Thomas Lockyer, Roger Booth, George Murcell, Simon Atherton, Dickey Beer, Christopher Halliday, Chris Johnston, Richard Leaf, Tam White, Rupert Vansittart, Nick Bartlett, David Bailie, Kwame Kwei-Armah, Ramon Tikaram, Christopher Adamson","exotic island, treasure, map, island, ship, scalp, sword fight, betrayal, treasure map, pirate, heroine, swashbuckler, adventurer, pirate ship, 17th century",Jamaica,18.1850507,-77.3947693,34
Tanhaji: The Unsung Warrior,2020,1670,1670,1670,"Godoli, Satara, India","[28, 18, 36]",584850,hi,"When Aurangzeb recruits his trusted soldier Udaybhan to control the Kondhana fort, Shivaji's military leader Tanhaji Malusare and his army of Maratha warriors set out to recapture the fortress.",6.677,Tanhaji: The Unsung Warrior,FALSE,6.5,44,"['Action', 'Drama', 'History']","Ajay Devgn, Saif Ali Khan, Kajol, Sharad Kelkar, Reyhna Malhotra, Luke Kenny, Padmavati Rao, Shashank Shende, Devdatta Nage, Neha Sharma, Ajinkya Deo, Hardik Sangani, Kailash Waghmare",,"Godoli, Satara, Maharashtra, 415002, India",17.67527465,74.0143868,6
Vatel,2000,1671,1671,1671,France,"[36, 18, 10749]",7093,en,"In 1671, with war brewing with Holland, a penniless prince invites Louis XIV to three days of festivities at a chateau in Chantilly. The prince wants a commission as a general, so the extravagances are to impress the king. In charge of all is the steward, Vatel, a man of honor, talent, and low birth. The prince is craven in his longing for stature: no task is too menial or dishonorable for him to give Vatel. While Vatel tries to sustain dignity, he finds himself attracted to Anne de Montausier, the king's newest mistress. In Vatel, she finds someone who's authentic, living out his principles within the casual cruelties of court politics. Can the two of them escape unscathed?",8.688,Vatel,FALSE,6.2,122,"['History', 'Drama', 'Romance']","Gérard Depardieu, Uma Thurman, Tim Roth, Timothy Spall, Julian Glover, Julian Sands, Murray Lachlan Young, Hywel Bennett, Richard Griffiths, Arielle Dombasle, Marine Delterme, Philippine Leroy-Beaulieu, Féodor Atkine, Nathalie Cerda, Natacha Koutchoumov, James Thiérrée, Dominique Frot","france, prince, 17th century, louis xiv",France,46.603354,1.8883335,23
The Prince of Homburg,1997,1675,1675,1675,Sweden,[18],125355,it,"The Prince of Homburg, disobeys orders and leads a cavalry charge in battle against the Swedes, which leads to victory. He is court martialled however for disobeying orders and sentenced to death. His love who is now to be betrothed to the King of Sweden, following his execution appeals to the Elector, her uncle, on his behalf, as do his comrades in battle. He must also contend with his own desire to live and conflicting sense of honour.",1.796,The Prince of Homburg,FALSE,6.3,10,['Drama'],"Andrea Di Stefano, Barbora Bobuľová, Toni Bertorelli, Anita Laurenzi, Fabio Camilli, Gianluigi Fogacci, Italo Dall'Orto, Bruno Corazzari, Pierfrancesco Favino, Federico Scribani, Memo Dini, Marco Piccioni, Riccardo Diana",,Sverige,59.6749712,14.5208584,6
Witchhammer,1970,1678-1696,1678,1696,czech republic,"[18, 53]",62843,cs,"A ruthless inquisitor spins the superstitions of local peasants into religious heresy, finding cause to accuse dozens of innocent men and women of witchcraft. The inquisitor targets nobles and merchants, whose property and goods are then confiscated. After suffering an array of medieval tortures, most of the accused confess—only to be burned alive at the stake as helpless villagers watch. With its bold and striking cinematography, the film captures scenes of both daring nudity and brutal torture.",6.938,Witchhammer,FALSE,7.6,37,"['Drama', 'Thriller']","Vladimír Šmeral, Elo Romančík, Josef Kemr, Soňa Valentová, Blanka Waleská, Lola Skrbková, Jiřina Štěpničková, Marie Nademlejnská, Miriam Kantorková, Eduard Cupák, Martin Růžek, Čestmír Řanda, Ilja Prachař, Gustav Opočenský, Václav Lohniský, Blažena Holišová, Jaroslava Obermaierová, Štěpán Zemének, Jiří Holý, Lubor Tokoš, Rudolf Krátký, Yvonne Kodoňová, František Holar, Zdeněk Kryzánek, Miloš Willig, Josef Bláha, Josef Mixa, Josef Elsner","witch, torture chamber, trezorové filmy",Česko,49.8167003,15.4749544,0
The Red Violin,1998,1681,1681,1681,Cremona,"[18, 53, 9648, 10402, 10749]",14283,fr,"300 through the years of a remarkable musical instrument. Crafted by the Italian master Bussotti (Cecchi) in 1681, the red violin has traveled through Austria, England, China, and Canada, leaving both beauty and tragedy in its wake. In Montreal, Samuel L Jackson plays an appraiser going over its complex history.",10.669,The Red Violin,FALSE,7.4,303,"['Drama', 'Thriller', 'Mystery', 'Music', 'Romance']","Carlo Cecchi, Irene Grazioli, Anita Laurenzi, Tommaso Puntelli, Samuele Amighetti, Jean-Luc Bideau, Aldo Brugnini, Christoph Koncz, Clotilde Mollet, Florentín Groll, Johannes Silberschneider, Rainer Egger, Paul Koeker, Wolfgang Böck, Josef Mairginter, Johan Gotsch, Geza Hosszu-Legocky, David Alberman, Arthur Denberg, Andrzej Matuszewiski, Jason Flemyng, Greta Scacchi, Eva Marie Bryer, Dimitri Andreas, David Gant, Sai-Kit Yung, Sylvia Chang, Zifeng Liu, Hong Tao, Xio Fei Han, Tan Zeng-Wei, Zhi Qing Zhou, Zhi Qiao, Kun Qi Cao, Rei Yang, Lidou, Samuel L. Jackson, Colm Feore, Monique Mercure, Don McKellar, Ireneusz Bogajewicz, Julian Richings, Russell Yuen, Sandra Oh, Paula de Vasconcelos, Rémy Girard, Marie-Josée Gauthier, Dany Laferrière, Dorothée Berryman, David La Haye, Gregory Hlady, Herman Meckler, Sheena Macdonald, Jody Shapiro, James Bradford, Joshua Bell, Sylvia Stewart, Wang Xiaoshuai","auction, violin","Cremona, Lombardia, Italia",45.22086405,10.03703798,23
The Crucible,1996,1692-1693,1692,1693,Massachusetts,"[18, 36]",20539,en,"Based upon the play ""The Crucible"" by Arthur Miller (who wrote the screen adaptation), the Salem witch trials in 1692 plunge the Massachusetts Bay colony into chaos.",14.602,The Crucible,FALSE,6.6,397,"['Drama', 'History']","Daniel Day-Lewis, Winona Ryder, Joan Allen, Paul Scofield, Bruce Davison, Rob Campbell, Charlayne Woodard, Frances Conroy, Elizabeth Lawrence, Mary Pat Gleason, Karron Graves, Peter Maloney, Ruth Maleczech, Jeffrey Jones, Peter Vaughan, George Gaynes, Robert Breuler, Rachael Bella, Ashley Peldon, Tom McDermott, Michael Gaston, William Preston, Kali Rocha, Taylor Stanley, Lian-Marie Holmes, Charlotte Melen, Carmella Riley, Jessie Kilguss, Simone Marean, Amee Gray, Anna V. Boksenbaum, Mary Reardon, Alexander Streit, Michael McKinstry, Dorothy Brodesser, Dossy Peabody, Mara Clark, Jane Pulkkinen, Katrina Nevin, Will Lyman, Karen MacDonald, Sheila Ferrini, June Lewin, Ken Cheeseman, Steven Ochoa","witch, massachusetts, passion, satan, based on play or musical, curse, salem, massachusetts, 17th century, salem witch trials","Massachusetts, United States",42.3788774,-72.032366,17
Robinson Crusoe,1997,1694-early 1800 ,1694,1800,England,"[28, 12, 18]",11210,en,"Robinson Crusoe flees Britain on a ship after killing his friend over the love of Mary. A fierce ocean storm wrecks his ship and leaves him stranded by himself on an uncharted island. Left to fend for himself, Crusoe seeks out a tentative survival on the island, until he meets Friday, a tribesman whom he saves from being sacrificed. Initially, Crusoe is thrilled to finally have a friend, but he has to defend himself against the tribe who uses the island to sacrifice tribesman to their gods. During time their relationship changes from master-slave to a mutual respected friendship despite their difference in culture and religion.",9.646,Robinson Crusoe,FALSE,5.8,164,"['Action', 'Adventure', 'Drama']","Pierce Brosnan, James Frain, Polly Walker, Ian Hart, William Takaku, Damian Lewis","indigenous, island, shipwreck, friendship, loneliness, survival, cannibal, deserted island","England, United Kingdom",52.5310214,-1.2649062,12
Humanity and Paper Balloons,1937,1700,1700,1700,Japan,"[18, 36]",84237,ja,"Unno, a masterless samurai, has been supported financially since his father's death by his wife, who makes small paper balloons. He hopes that Mouri, his father's former master, will hire him after being given a letter from Unno's father. Unno's neighbor, Shinza, a hairdresser by trade, is under constant threat by gang members after running gambling dens on their territory.",3.227,Humanity and Paper Balloons,FALSE,7.9,32,"['Drama', 'History']","Chôjûrô Kawarasaki, Kan'emon Nakamura, Shizue Kawarazaki, Noboru Kiritachi, Tsuruzo Nakamura, Sukezô Sukedakaya, Kikunojo Segawa, Chôemon Bandô, Emitaro Ichikawa, Takako Misaki, Kikunosuke Ichikawa, Daisuke Katō, Rakusaburô Ichikawa, Toshio Arashi, Kozaburo Nakamura",,日本,36.5748441,139.2394179,24
The 47 Ronin,1941,1701-1703,1701,1703,Japan,"[18, 36]",45978,ja,"In 1701, Lord Takuminokami Asano has a feud with Lord Kira and he tries to kill Kira in the corridors of the Shogun's palace. The Shogun sentences Lord Asano to commit suppuku and deprives the palace and lands from his clan, but does not punish Lord Kira. Lord Asano's vassals leave the land and his samurais become ronin and want to seek revenge against the dishonor of their Lord. But their leader Kuranosuke Oishi asks the Shogun to restore the Asano clan with his brother Daigaku Asano. One year later, the Shogun refuses his request and Oishi and forty-six ronin revenge their Lord.",9.951,The 47 Ronin,FALSE,7,42,"['Drama', 'History']","Yoshizaburo Arashi, Utaemon Ichikawa, Daisuke Katō, Chôjûrô Kawarasaki, Kunitarô Kawarazaki, Seizaburō Kawazu, Mantoyo Mimasu, Mitsuko Miura, Kan'emon Nakamura, Mieko Takamine, Chôemon Bandô, Sukezô Sukedakaya, Kikunojo Segawa, Shotaro Ichikawa, Enji Ichikawa, Kikunosuke Ichikawa, Shinzo Yamazaki, Sensho Ichikawa, Shoji Ichikawa, Iwagoro Ichikawa, Shinzaburo Ichikawa, Harunosuke Bando, Kimisaburo Nakamura, Minoru Bando, Ginjiro Bando, Tokusaburo Arashi, Tokujiro Tsutsui, Seiichi Katô, Ryôtarô Kawanami, Joji Kaieda, Hiroshi Ôuchi, Rokurô Ôkawa, Ryu Okochi, Mitsusaburō Ramon, Isamu Kosugi, Kazutoyo Mimasu, Masao Shimizu, Tetsu Tsuboi, Yoshito Yamaji, Aizo Tamashima, Kōmei Minami, Haruo Inoue, Tomiemon Otomo, Kiyoshi Kagawa, Yuzuru Kume, Chiyotaro Sawamura, Shingorô Nakamura, Toshio Arashi, Shoichiro Ichikawa, Sugako Takimi, Kazuko Okada, Fumiko Yamaji, Michiyo Kyomachi, Yasuko Mitsui, Shizue Kawarazaki, Tsuruzo Nakamura, Yōko Umemura",,日本,36.5748441,139.2394179,29
The Favourite,2018,1708,1708,1708,England,"[18, 35]",375262,en,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.",32.765,The Favourite,FALSE,7.6,4299,"['Drama', 'Comedy']","Olivia Colman, Emma Stone, Rachel Weisz, Nicholas Hoult, Joe Alwyn, Mark Gatiss, James Smith, Jenny Rainsford, Emma Delves, Faye Daveney, Paul Swaine, Jennifer White, Lilly-Rose Stevens, Denise Mack, Willem Dalby, Edward Aczel, Carolyn Saint-Pé, John Locke, Everal Walsh, Timothy Innes, Basil Eidenbenz, James Melville, Declan Wyer, Anthony Dougall, Ben English, Peter Brookes, Wilson Radjou-Pujalte, Gavin Henderson, Callum Lewin, Liam Fleming, Angela Hicks, Martin Pemberton","great britain, queen, rivalry, rabbit, lgbt, 18th century, duchess, palace intrigue, aristocracy, british monarchy, war of the spanish succession, drop disease","England, United Kingdom",52.5310214,-1.2649062,6
The Sovereign's Servant,2007,1709,1709,1709,Russia,"[28, 12, 36]",19798,ru,"Europe, 1709. Russia and Sweden are at war. Two French duelists are exiled by King Louis XIV of France: one to the side of Czar Peter the Great of Russia, the other to the side of King Charles XII of Sweden. Although separated by war and allegiance, fate has not finished with them.",3.901,The Sovereign's Servant,FALSE,4.8,17,"['Action', 'Adventure', 'History']","Dmitriy Miller, Aleksandr Bukharov, Kseniya Knyazeva, Aleksey Chadov, Nikolay Chindyaykin, Valeriy Malikov, Darya Semenova, Andrey Sukhov, Dmitry Shilyaev, Andrey Ryklin, Aleksandr Starikov, Eduard Flerov, Vladislav Demchenko, Rodion Yurin, Ivan Shibanov, Maxim Dakhnenko, Alexandr Grishin, Ekaterina Krupenina, Olga Arntgolts, Elena Plaksina, Andrey Chubchenko, Sergey Jolobov, Mariya Gorban, Boris Tenin, Daria Nosik, Alexandr Gundarev, Elena Antipova, Dmitriy Ratomskiy, Andrey Balyakin, Aleksandr Samoylov, Aleksandr Pyatkov, Alexandra Zhivova, Natalya Lesnikovskaya, Mariya Kozhevnikova, Yuriy Maslak, Alexey Fursenko, Georgy Teslya-Gerasimov, Gennadiy Khristenko, Dmitriy Mazurov, Oleg Leushin, Yuriy Osipov, Kseniya Entelis, Andrej Averjanov, Oleg Karin, Dmitry Yachevsky, Igor Staroseltsev, Nina Loshchinina, Alexander Rapoport, Alina Polichuk, Yury Gumirov, Vitaly Kudryavtsev, Vladimir Lyubovsky, Aleksey Korolyov, Ekaterina Olkina, Grigory Ivanets, Andrey Filippak, Dmitry Tikhonov, Valeriy Zhakov, Igor Filippov, Yuliya Maiboroda, Eldar Lebedev, Vladimir Priezzhev, Vadim Medvedev, Stanislav Erdley, Igor Mulev, Alexander Vasilevsky, Ekaterina Vinogradova, Prokhor Chekhovskoy, Vasiliy Savinov, Igor Troshin, Sergey Ivolotsi, Vladimir Glazkov, Sergey Vinogradov, Vladimir Maysuradze, Anna Pukhova, Alexandr Fastovsky, Kirill Petrov, Denis Shvedov, Michail Solodko, Andrey Bolsunov, Konstantin Vinokurov, Viktoriya Zakharova, Aleksey Maslov, Pavel Kuzin, Konstantin Taran, Vladimir Mistyukov, Oleg Kazancheev, Viktor Pipa, Aleksey Bulatov, Sergey Miller, Lyubov Anisimova, Dmitry Dorokhov, Evgeniy Goroshko, Evgeniy Bakalov, Nikita Emshanov, Aleksandr Khmelnitskiy, Ilya Isaev, Valentina Berezutskaya, Stepan Korshunov, Gleb Ivanov, Olga Ostroumova-Gutshmidt, Roman Stepensky, Amur Gamaev, Anastasia Rostopsha, Irina Barinova, Mikhail Negin, Kristina Marandy, Sergey Aprelsky, Vladimir Nefyodov",,Россия,64.6863136,97.7453061,0
